"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Value","Value Footnotes"
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","2004","100","Mauritian rupee                         ","1993","10580000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2004","200","Mauritian rupee","1993","17208000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2004","100","Mauritian rupee                         ","1993","17564000000",""
"Mauritius","2.1","Industries","Education","M","2004","200","Mauritian rupee","1993","6880000000",""
"Mauritius","2.1","Industries","Education","M","2004","100","Mauritian rupee                         ","1993","7087000000",""
"Mauritius","2.1","Industries","Health and social work","N","2004","200","Mauritian rupee","1993","4950000000",""
"Mauritius","2.1","Industries","Health and social work","N","2004","100","Mauritian rupee                         ","1993","5087000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","2004","200","Mauritian rupee","1993","5378000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","2004","100","Mauritian rupee                         ","1993","5390000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2004","200","Mauritian rupee","1993","157735000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2004","100","Mauritian rupee                         ","1993","160243000000","27"
"Mauritius","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2004","100","Mauritian rupee                         ","1993","7818000000",""
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2004","200","Mauritian rupee","1993","23173000000","90"
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2004","100","Mauritian rupee                         ","1993","23172000000","90"
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","2004","200","Mauritian rupee","1993","23785000000",""
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","2004","100","Mauritian rupee                         ","1993","23785000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","2004","200","Mauritian rupee","1993","613000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","2004","100","Mauritian rupee                         ","1993","613000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2004","200","Mauritian rupee","1993","180908000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2004","100","Mauritian rupee                         ","1993","175597000000",""
"Mauritius","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2005","200","Mauritian rupee","1993","9527000000",""
"Mauritius","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2005","100","Mauritian rupee                         ","1993","9790000000",""
"Mauritius","2.1","Industries","Mining and quarrying","C","2005","200","Mauritian rupee","1993","88000000",""
"Mauritius","2.1","Industries","Mining and quarrying","C","2005","100","Mauritian rupee                         ","1993","88000000",""
"Mauritius","2.1","Industries","Manufacturing","D","2005","200","Mauritian rupee","1993","32331000000",""
"Mauritius","2.1","Industries","Manufacturing","D","2005","100","Mauritian rupee                         ","1993","32187000000",""
"Mauritius","2.1","Industries","Electricity, gas and water supply","E","2005","200","Mauritian rupee","1993","3228000000",""
"Mauritius","2.1","Industries","Electricity, gas and water supply","E","2005","100","Mauritian rupee                         ","1993","3355000000",""
"Mauritius","2.1","Industries","Construction","F","2005","200","Mauritian rupee","1993","9071000000",""
"Mauritius","2.1","Industries","Construction","F","2005","100","Mauritian rupee                         ","1993","9099000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2005","200","Mauritian rupee","1993","32097000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2005","100","Mauritian rupee                         ","1993","31994000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2005","200","Mauritian rupee","1993","20089000000",""
"Mauritius","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2005","100","Mauritian rupee                         ","1993","19571000000",""
"Mauritius","2.1","Industries","Hotels and restaurants","H","2005","200","Mauritian rupee","1993","12008000000",""
"Mauritius","2.1","Industries","Hotels and restaurants","H","2005","100","Mauritian rupee                         ","1993","12423000000",""
"Mauritius","2.1","Industries","Transport, storage and communications","I","2005","200","Mauritian rupee","1993","20006000000",""
"Mauritius","2.1","Industries","Transport, storage and communications","I","2005","100","Mauritian rupee                         ","1993","20447000000",""
"Mauritius","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2005","200","Mauritian rupee","1993","31955000000",""
"Mauritius","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2005","100","Mauritian rupee                         ","1993","33375000000",""
"Mauritius","2.1","Industries","Financial intermediation","J","2005","200","Mauritian rupee","1993","15483000000",""
"Mauritius","2.1","Industries","Financial intermediation","J","2005","100","Mauritian rupee                         ","1993","16766000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","2005","200","Mauritian rupee","1993","16472000000",""
"Mauritius","2.1","Industries","Real estate, renting and business activities","K","2005","100","Mauritian rupee                         ","1993","16609000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","2005","200","Mauritian rupee","1993","10908000000",""
"Mauritius","2.1","Industries","Public administration and defence; compulsory social security","L","2005","100","Mauritian rupee                         ","1993","11460000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2005","200","Mauritian rupee","1993","19005000000",""
"Mauritius","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2005","100","Mauritian rupee                         ","1993","19367000000",""
"Mauritius","2.1","Industries","Education","M","2005","200","Mauritian rupee","1993","7537000000",""
"Mauritius","2.1","Industries","Education","M","2005","100","Mauritian rupee                         ","1993","7780000000",""
"Mauritius","2.1","Industries","Health and social work","N","2005","200","Mauritian rupee","1993","5433000000",""
"Mauritius","2.1","Industries","Health and social work","N","2005","100","Mauritian rupee                         ","1993","5580000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","2005","200","Mauritian rupee","1993","6035000000",""
"Mauritius","2.1","Industries","Other community, social and personal services","O","2005","100","Mauritian rupee                         ","1993","6007000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2005","200","Mauritian rupee","1993","168217000000",""
"Mauritius","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2005","100","Mauritian rupee                         ","1993","171162000000","27"
"Mauritius","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2005","100","Mauritian rupee                         ","1993","8991000000",""
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2005","200","Mauritian rupee","1993","23177000000","90"
"Mauritius","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2005","100","Mauritian rupee                         ","1993","23177000000","90"
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","2005","200","Mauritian rupee","1993","24060000000",""
"Mauritius","2.1","Industries","Plus: Taxes on products","D.21","2005","100","Mauritian rupee                         ","1993","24060000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","2005","200","Mauritian rupee","1993","883000000",""
"Mauritius","2.1","Industries","Less: Subsidies on products","D.31","2005","100","Mauritian rupee                         ","1993","883000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2005","200","Mauritian rupee","1993","191393000000",""
"Mauritius","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2005","100","Mauritian rupee                         ","1993","185348000000",""
